transdate,cst_dim_id,monthly_os_changes,monthly_phone_model_changes,last_phone_model_categorical,last_os_categorical,logins_last_7_days,logins_last_30_days,login_frequency_7d,login_frequency_30d,freq_change_7d_vs_mean,logins_7d_over_30d_ratio,avg_login_interval_30d,std_login_interval_30d,var_login_interval_30d,ewm_login_interval_7d,burstiness_login_interval,fano_factor_login_interval,zscore_avg_login_interval_7d
2025-07-30 00:00:00.000',2685248091,1,1,OPPO CPH2179,Android/10,2,13,0.2857142857,0.4333333333,-0.3406593407,0.1538461538,180021.4286,162993.5356,26566892644,233820,-0.04964183712,147576.2794,0.3300656755
2025-07-30 00:00:00.000',456326660,1,1,"iPhone14,5",iOS/16.6.1,10,68,1.428571429,2.266666667,-0.3697478992,0.1470588235,37209.35065,48194.61049,2322720480,241841.0364,0.128627053,62423.03183,0.4764844544
2025-05-30 00:00:00.000',453005511,1,1,Vivo V2027,Android/12,8,73,1.142857143,2.433333333,-0.530332681,0.1095890411,32265.16854,43735.48263,1912792441,118302.6851,0.1509238923,59283.50998,1.042382853
2025-07-30 00:00:00.000',2937630576,1,1,"iPhone14,7",iOS/18.3.2,5,13,0.7142857143,0.4333333333,0.6483516484,0.3846153846,177168.75,137349.2155,18864806985,152321.115,-0.1266049604,106479.3141,-0.6526702734
2025-07-30 00:00:00.000',2938063812,1,1,Xiaomi 24069PC21G,Android/15,5,5,0.7142857143,0.1666666667,3.285714286,1,42930,38069.87786,1449315600,35231.729,-0.06000159843,33759.97205,0
2025-05-30 00:00:00.000',465356982,1,1,OPPO CPH2477,Android/12,17,55,2.428571429,1.833333333,0.3246753247,0.3090909091,42880.29851,54699.0145,2991982188,11497.03703,0.1211190736,69775.21827,-0.187965882
2025-05-30 00:00:00.000',456374965,1,1,"iPhone12,1",iOS/17.4.1,0,7,0,0.2333333333,-1,0,220813.3333,315054.2564,99259184500,-1,0.1758660626,449516.2634,-1
2025-05-30 00:00:00.000',452274831,1,1,"iPhone16,1",iOS/17.6.1,5,27,0.7142857143,0.9,-0.2063492063,0.1851851852,90020,79325.90202,6292598731,84554.98941,-0.0631494347,69902.22985,0.5575732374
2025-08-27 00:00:00.000',2937920677,2,2,Samsung_sm-s916b,Android/15,11,48,1.571428571,1.06,-0.01785714286,0.2291666667,55075.10204,88239.72221,7786248576,7921.189384,0.2314109538,141375.1094,-0.2150856957
2025-08-27 00:00:00.000',2933083574,1,1,Xiaomi 2209116AG,Android/11,8,32,1.142857143,1.066666667,0.07142857143,0.25,89073.75,151174.8258,22853827960,134416.8114,0.2584867594,256571.975,-0.09536380853
2025-05-30 00:00:00.000',497566784,1,1,Honor_lly-lx1,Android/14,1,27,0.1428571429,0.9,-0.8412698413,0.03703703704,59280,130806.8818,17110440335,-1,0.3762852078,288637.6575,-1
2025-08-27 00:00:00.000',452910230,2,2,"iPhone14,2",iOS/18.5,9,47,1.285714286,1.566666667,-0.179331307,0.1914893617,54672.2449,92559.17457,8567200797,9472.315974,0.2573291068,156701.0978,-0.03416457539
2025-08-27 00:00:00.000',2938063812,1,1,Xiaomi 24069PC21G,Android/15,11,28,1.571428571,0.9333333333,0.6836734694,0.3928571429,86863.125,90154.5489,8127842687,22453.32916,0.0185937586,93570.69167,-0.3741699716
2025-08-27 00:00:00.000',452876818,1,1,Samsung SM-S921B,Android/14,16,33,2.285714286,1.01,1.077922078,0.4848484848,79966.66667,113027.8111,12775286080,469.5185437,0.171306168,159757.6417,-0.3960677132
2025-05-30 00:00:00.000',2095053235,1,1,Xiaomi_22101316g,Android/13,12,44,1.714285714,1.466666667,0.1688311688,0.2727272727,54961.22449,56360.12485,3176463673,4432.000747,0.01256632597,57794.63072,-0.2354880089
2025-07-30 00:00:00.000',498296795,1,1,"iPhone16,2",iOS/18.5,1,1,0.1428571429,0.03333333333,3.285714286,1,-1,-1,-1,-1,-1,-1,-1
2025-05-30 00:00:00.000',2938167961,1,1,"iPhone14,7",iOS/18.3.2,20,24,2.857142857,0.8,2.571428571,0.8333333333,82560,258323.3037,66730929247,2252.4287,0.5156113597,808271.9143,-0.2777425319
2025-05-30 00:00:00.000',456088424,1,1,Xiaomi 2209116AG,Android/13,2,27,0.2857142857,0.9,-0.6825396825,0.07407407407,94615.86207,176383.9701,31111304897,7140,0.3017275227,328817.0103,-0.4959399771
2025-05-30 00:00:00.000',453720887,2,1,Samsung_sm-s921b,Android/15,14,48,2,1.06,0.25,0.2916666667,52275,56476.11244,3189551276,10746.55194,0.03863052383,61014.84986,-0.4264498693
2025-08-27 00:00:00.000',497439421,2,1,"iPhone16,1",iOS/18.6,15,48,2.142857143,1.06,0.3392857143,0.3125,53813.33333,138797.7779,19264823140,5600.731488,0.4412229596,357993.4924,-0.1090418171
2025-05-30 00:00:00.000',452171932,3,2,"iPhone14,7",iOS/18.4.1,6,89,0.8571428571,2.966666667,-0.7110754414,0.06741573034,27967.87879,40419.94777,1633772178,46229.58108,0.1820801978,58416.02041,0.8842198761
2025-05-30 00:00:00.000',456112296,2,1,"iPhone15,4",iOS/18.5,15,98,2.142857143,3.266666667,-0.3440233236,0.1530612245,24843.13043,45284.34504,2050671906,16792.94525,0.2914865318,82544.82708,0.1061170475
2025-05-30 00:00:00.000',2094903392,1,1,Vivo V2061,Android/12,10,11,1.428571429,0.3666666667,2.896103896,0.9090909091,146049.4737,379421.7945,143960898105,69776.02883,0.4441200403,985699.5337,-0.2620376807
2025-05-30 00:00:00.000',455536283,1,1,"iPhone15,4",iOS/17.5.1,7,29,1,0.9666666667,0.03448275862,0.2413793103,84120,81355.41285,6618703200,90937.24923,-0.01670693611,78681.68331,0.03060644538
2025-07-30 00:00:00.000',2938143337,1,1,Samsung SM-A135F,Android/14,2,4,0.2857142857,0.1333333333,1.142857143,0.5,629280,403185.3688,"1,63E+11",372960,-0.2189851961,258324.5004,-0.6357373552
2025-05-30 00:00:00.000',2938757855,1,1,Vivo_v2109,Android/13,5,23,0.7142857143,0.7666666667,-0.06832298137,0.2173913043,103480.9091,114775.3369,13173377961,134641.482,0.05174847464,127302.4955,-0.169469414
2025-05-30 00:00:00.000',2935492004,2,2,Realme RMX3834,Android/13,20,68,2.857142857,2.266666667,0.2605042017,0.2941176471,30960.89552,47096.30616,2218062054,28636.44683,0.2067126452,71640.75897,-0.05379460319
2025-05-30 00:00:00.000',454597142,1,1,"iPhone15,4",iOS/18.4.1,5,7,0.7142857143,0.2333333333,2.06122449,0.7142857143,379340,484106.0647,"2,34E+11",159211.2068,0.1213348106,617806.4057,-0.6359453484
2025-05-30 00:00:00.000',2934812537,2,1,"iPhone14,2",iOS/18.4.1,9,55,1.285714286,1.833333333,-0.2987012987,0.1636363636,43647.1875,57985.25816,3362290163,163893.3076,0.1410776899,77033.37502,0.2681769987
2025-07-30 00:00:00.000',2937856609,1,1,Samsung SM-A315F,Android/10,4,40,0.5714285714,1.333333333,-0.5714285714,0.1,57628.8,84108.34317,7074213390,97743.45324,0.1868214822,122754.8273,1.38834265
2025-05-30 00:00:00.000',453660874,3,1,"iPhone17,1",iOS/18.5,6,42,0.8571428571,1.04,-0.387755102,0.1428571429,64318.63636,74840.92953,5601164733,250188.0177,0.07561315027,87084.63129,0.4991568634
2025-07-30 00:00:00.000',452718092,2,2,Xiaomi_poco_f2_pro,Android/12,28,124,4,4.133333333,-0.03225806452,0.2258064516,20860.30534,28136.18584,791644953.8,13484.47074,0.1484979908,37949.82579,-0.2130224299
2025-05-30 00:00:00.000',456311041,1,1,OPPO CPH2067,Android/11,4,9,0.5714285714,0.3,0.9047619048,0.4444444444,310766.6667,312440.8675,97619295700,27327.6259,0.002686425896,314124.0878,-0.7797528812
2025-07-30 00:00:00.000',2939186841,1,1,"iPhone16,2",iOS/18.5,8,8,1.142857143,0.2666666667,3.285714286,1,1825.714286,3748.256738,14049428.57,1695.399392,0.3449143248,7695.305164,0
2025-05-30 00:00:00.000',451004861,1,2,Oppo_cph2481,Android/14,6,38,0.8571428571,1.266666667,-0.3233082707,0.1578947368,64836,81667.70924,6669614732,2955.165252,0.1148893043,102869.0038,-0.2424458845
2025-07-30 00:00:00.000',2095336822,1,1,"iPhone13,1",iOS/18.5,1,25,0.1428571429,0.8333333333,-0.8285714286,0.04,59012.5,67662.60873,4578228620,-1,0.06828578095,77580.65867,-1
2025-05-30 00:00:00.000',2933493153,2,3,OPPO CPH1923,Android/9,15,82,2.142857143,2.733333333,-0.2160278746,0.1829268293,31519.56522,31439.94855,988470364.6,22089.81133,-0.001264569332,31360.53298,0.227431504
2025-05-30 00:00:00.000',455579485,1,1,Samsung SM-A525F,Android/13,5,21,0.7142857143,0.7,0.02040816327,0.2380952381,95662.75862,178351.1188,31809121564,52974.96119,0.3017670526,332513.1119,-0.04503901448
2025-05-30 00:00:00.000',452154710,1,1,Samsung_sm-a135f,Android/14,7,26,1,0.8666666667,0.1538461538,0.2692307692,95928.46154,119322.298,14237810790,61217.43893,0.1086817834,148421.1313,-0.2254269487
2025-08-05 00:00:00.000',2939130556,2,2,"iPhone15,4",iOS/18.5,7,12,1,0.4,1.5,0.5833333333,187062.8571,621592.7122,386377499868,3992.573746,0.5373484974,2065495.555,-0.2949887499
2025-05-18 00:00:00.000',2937764287,1,1,TECNO KL4,Android/14,25,60,3.571428571,2,0.7857142857,0.4166666667,42415.58824,68090.01977,4636250792,14709.02342,0.2323360054,109305.3518,-0.3016681197
2025-05-04 00:00:00.000',2937630576,1,1,"iPhone14,7",iOS/18.3.2,12,27,1.714285714,0.9,0.9047619048,0.4444444444,79736.66667,129530.8863,16778250503,36776.41288,0.2379452472,210420.7663,-0.2279999091
2025-05-04 00:00:00.000',2933083574,1,1,Xiaomi 2209116AG,Android/11,4,18,0.5714285714,0.6,-0.04761904762,0.2222222222,127365.8824,143014.524,20453154088,78383.74101,0.05787638942,160585.8155,-0.03290492616
2025-08-05 00:00:00.000',450912073,2,2,Xiaomi 23106RN0DA,Android/13,78,100,11.14285714,3.333333333,2.342857143,0.78,27510,61022.86424,3723789960,5936.507912,0.3785358638,135361.3217,-0.3317151373
2025-05-18 00:00:00.000',455852784,1,1,Xiaomi_21081111rg,Android/14,22,86,3.142857143,2.866666667,0.09634551495,0.2558139535,28741.2,40632.73913,1651019489,15864.47953,0.1714121943,57444.34782,-0.08370590003
2025-05-04 00:00:00.000',2937759666,0,0,"iPhone14,5",iOS/17.5.1,0,0,0,0,,,8820,12388.51081,153475200,-1,0.1682584336,17400.81633,-1
2025-05-04 00:00:00.000',2934812537,2,2,"iPhone14,2",iOS/18.4,20,84,2.857142857,2.08,0.02040816327,0.2380952381,30003.09278,51505.45217,2652811603,9628.522237,0.2638049716,88417.93818,-0.00355482334
2025-05-04 00:00:00.000',456064118,1,2,Vivo_v2201,Android/14,9,34,1.285714286,1.133333333,0.1344537815,0.2647058824,68470.76923,98530.05962,9708172649,67508.04891,0.1799948575,141785.6519,-0.139787485
2025-05-04 00:00:00.000',2935090322,1,1,"iPhone16,1",iOS/18.3.2,12,40,1.714285714,1.333333333,0.2857142857,0.3,62326.66667,76751.65761,5890816945,11632.16379,0.1037184695,94515.19326,-0.3818849513
2025-05-18 00:00:00.000',455708444,1,1,Samsung SM-G780G,Android/12,2,6,0.2857142857,0.2,0.4285714286,0.3333333333,460536,560740.2114,"3,14E+11",15180,0.09811666059,682747.0267,-0.794228755
2025-08-15 00:00:00.000',456173125,1,1,Vivo_v2058,Android/13,11,26,1.571428571,0.8666666667,0.8131868132,0.4230769231,106566.9231,323472.4444,104634422302,23049.25597,0.5043852673,981865.8481,-0.1802036745
2025-08-05 00:00:00.000',2933375279,1,1,"iPhone14,4",iOS/18.5,3,3,0.4285714286,0.1,3.285714286,1,42870,5642.712114,31840200,40721.53846,-0.7673718138,742.7151854,0
2025-05-18 00:00:00.000',501948157,1,1,"iPhone16,2",iOS/18.4.1,3,4,0.4285714286,0.1333333333,2.214285714,0.75,233320,147771.5385,21836427600,294198.4615,-0.2244827104,93590.03772,-0.1155838274
2025-05-18 00:00:00.000',454192001,2,2,"iPhone13,2",iOS/18.1.1,29,108,4.142857143,3.06,0.1507936508,0.2685185185,25991.89189,43180.90928,1864590926,4025.551091,0.2484938747,71737.40696,-0.1673134993
2025-05-04 00:00:00.000',456418779,1,1,Xiaomi 2201116TG,Android/11,20,104,2.857142857,3.466666667,-0.1758241758,0.1923076923,13640.38835,46851.86384,2195097145,2695.352112,0.5490203173,160926.2939,-0.1997419594
2025-08-15 00:00:00.000',451099995,2,1,"iPhone14,7",iOS/18.6,15,44,2.142857143,1.466666667,0.461038961,0.3409090909,61146.66667,93413.24745,8726034800,19229.55797,0.2087642256,142706.6311,-0.2448821631
2025-08-15 00:00:00.000',455896453,1,1,"iPhone15,3",iOS/18.5,0,14,0,0.4666666667,-1,0,112111.7647,111265.4767,12380006303,-1,-0.003788604475,110425.577,-1
2025-08-15 00:00:00.000',2939073496,1,1,"iPhone15,2",iOS/18.5,2,37,0.2857142857,1.233333333,-0.7683397683,0.05405405405,67030,105013.5611,11027848011,546900,0.2207787426,164521.0803,4.569600298
2025-08-15 00:00:00.000',453145885,1,1,Vivo_v2111,Android/12,15,42,2.142857143,1.04,0.5306122449,0.3571428571,63084,87437.4704,7645311229,8938.023884,0.1617939974,121192.5564,-0.2934799319
2025-05-18 00:00:00.000',2934295459,1,2,Xiaomi 23117RA68G,Android/15,16,81,2.285714286,2.07,-0.1534391534,0.1975308642,30797.14286,49234.38415,2424024583,20607.85802,0.2303747284,78709.39827,-0.04275757468
2025-08-05 00:00:00.000',453173126,1,1,Xiaomi_2209116ag,Android/13,26,157,3.714285714,5.233333333,-0.2902638763,0.1656050955,14346.91099,51214.01242,2622875068,26141.45697,0.5623334679,182818.1041,-0.1149941338
2025-05-04 00:00:00.000',2935480038,1,1,"iPhone13,3",iOS/18.1.1,50,55,7.142857143,1.833333333,2.896103896,0.9090909091,49715.35714,189604.543,35949882734,17993.91544,0.5845280137,723114.2408,-0.2147060089
2025-05-18 00:00:00.000',2938757855,1,1,Vivo_v2109,Android/13,4,15,0.5714285714,0.5,0.1428571429,0.2666666667,165543.75,300058.7906,90035277825,99238.27338,0.2889052977,543876.0317,-0.3204830287
2025-05-18 00:00:00.000',2095839711,3,2,"iPhone17,2",iOS/18.4.1,18,76,2.571428571,2.533333333,0.01503759398,0.2368421053,34333.73494,41830.667,1749804702,35214.96543,0.09843091878,50964.58934,-0.06411492874
2025-05-04 00:00:00.000',452195675,1,1,Samsung_sm-s928b,Android/14,8,27,1.142857143,0.9,0.2698412698,0.2962962963,101271.1111,108189.3593,11704937456,89803.345,0.03302889626,115580.2215,-0.2551845593
2025-08-15 00:00:00.000',2095314234,1,1,"iPhone16,1",iOS/18.5,6,13,0.8571428571,0.4333333333,0.978021978,0.4615384615,173785,275413.6948,75852703282,4457.236685,0.2262444125,436474.3981,-0.5399332089
2025-05-04 00:00:00.000',452171932,3,2,"iPhone14,7",iOS/18.4.1,33,94,4.714285714,3.133333333,0.5045592705,0.3510638298,27593.14286,45519.80117,2072052299,2699.932764,0.2451913071,75093.0153,-0.2220328867
2025-05-18 00:00:00.000',450724681,1,1,Xiaomi 2312DRA50G,Android/14,3,16,0.4285714286,0.5333333333,-0.1964285714,0.1875,142405.2632,133308.3348,17771112126,184324.6154,-0.03299412299,124792.5233,0.3060929154
2025-05-04 00:00:00.000',2938023904,1,1,Vivo V2027,Android/12,7,24,1,0.8,0.25,0.2916666667,99242.6087,100860.8428,10172909611,100267.9493,0.008086987485,102505.4636,-0.01241917736
2025-05-04 00:00:00.000',2096229005,1,1,Samsung_sm-s918b,Android/14,13,50,1.857142857,1.666666667,0.1142857143,0.26,41300,65280.56904,4261552694,53401.61287,0.2249994465,103185.2953,-0.2840814698
2025-05-04 00:00:00.000',2933793914,1,2,Samsung_sm-a165f,Android/14,18,65,2.571428571,2.166666667,0.1868131868,0.2769230769,40137.31343,75502.69888,5700657538,3949.538713,0.3058230861,142028.8766,-0.1898914032
2025-08-05 00:00:00.000',2938150265,2,2,"iPhone12,1",iOS/18.3.2,6,35,0.8571428571,1.166666667,-0.2653061224,0.1714285714,65802.16216,120351.1935,14484409773,8816.080275,0.2930327586,220120.575,-0.2829233444
2025-05-04 00:00:00.000',2937668970,1,2,Samsung_sm-s921b,Android/14,13,32,1.857142857,1.066666667,0.7410714286,0.40625,64541.33333,87281.0212,7617976662,18679.52162,0.1497782585,118032.5269,-0.2799730457
2025-05-04 00:00:00.000',452966691,1,2,Xiaomi 23021RAAEG,Android/15,20,170,2.857142857,5.666666667,-0.4957983193,0.1176470588,13078.07339,33234.31104,1104519430,13456.53669,0.4352234913,84455.82136,0.2385559425
2025-05-04 00:00:00.000',456151884,1,1,OPPO CPH2477,Android/12,5,7,0.7142857143,0.2333333333,2.06122449,0.7142857143,130370,169328.0172,28671977400,105805.4058,0.1299909073,219927.7242,-0.5115219646
2025-08-15 00:00:00.000',2935588230,1,1,"iPhone16,1",iOS/18.5,19,42,2.714285714,1.04,0.9387755102,0.4523809524,62742.27273,115960.2123,13446770832,8293.850789,0.2978018999,214317.5605,-0.2745390461
2025-05-04 00:00:00.000',2112686417,1,1,OPPO CPH2531,Android/15,2,7,0.2857142857,0.2333333333,0.2244897959,0.2857142857,184752.8571,287802.8019,82830452776,7500,0.2180694333,448331.106,-0.6158830143
2025-08-15 00:00:00.000',452195675,2,2,Samsung_sm-s928b,Android/15,4,24,0.5714285714,0.8,-0.2857142857,0.1666666667,104245.3846,182473.7095,33296654642,117078.9928,0.2728396066,319406.5115,-0.1590661181
2025-05-18 00:00:00.000',452274831,1,1,"iPhone16,1",iOS/17.6.1,4,28,0.5714285714,0.9333333333,-0.387755102,0.1428571429,94969.28571,110682.56,12250629081,193038.5612,0.07640716377,128995.6957,0.1403176281
2025-08-15 00:00:00.000',2094863721,1,1,Xiaomi 220733SFG,Android/12,1,1,0.1428571429,0.03333333333,3.285714286,1,-1,-1,-1,-1,-1,-1,-1
2025-08-05 00:00:00.000',452910230,3,2,"iPhone14,2",iOS/18.5,7,45,1,1.05,-0.3333333333,0.1555555556,59953.75,96675.60375,9346172360,10113.90486,0.2344506497,155889.7043,-0.1295440578
2025-07-28 00:00:00.000',451851768,2,1,Samsung SM-A256E,Android/15,9,23,1.285714286,0.7666666667,0.6770186335,0.3913043478,107034.5455,173672.2202,30162040083,39171.98816,0.2373924783,281797.2455,-0.2757899069
2025-07-28 00:00:00.000',452518788,1,1,Samsung SM-A515F,Android/13,1,7,0.1428571429,0.2333333333,-0.387755102,0.1428571429,198970,332175.2074,"1,10E+11",-1,0.2507886836,554557.8147,-1
2025-07-28 00:00:00.000',456167524,1,1,"iPhone15,2",iOS/18.5,15,53,2.142857143,1.766666667,0.2129380054,0.2830188679,42353.73134,43839.86372,1921933651,47123.64917,0.01724179594,45378.14238,-0.09878849597
2025-07-28 00:00:00.000',2096095350,1,1,"iPhone14,3",iOS/18.5,1,9,0.1428571429,0.3,-0.5238095238,0.1111111111,320553.3333,445537.7995,"1,99E+11",-1,0.1631456896,619253.9904,-1
2025-07-28 00:00:00.000',2935588230,2,2,"iPhone16,1",iOS/18.5,6,30,0.8571428571,1,-0.1428571429,0.2,77530.34483,111498.0526,12431815732,126038.3805,0.179696322,160347.742,0.127765955
2025-07-28 00:00:00.000',453720887,1,1,Samsung_sm-s921b,Android/15,16,71,2.285714286,2.366666667,-0.03420523139,0.2253521127,27185.71429,38805.17062,1505841267,49140.32643,0.1760766862,55390.90315,0.1821995781
2025-01-24 00:00:00.000',2937782448,1,1,Realme RMX3771,Android/14,2,17,0.2857142857,0.5666666667,-0.4957983193,0.1176470588,133710,121752.9095,14823770968,276000,-0.04680558339,110865.0884,1.168678437
2025-08-11 00:00:00.000',456537365,1,2,Samsung SM-S908B,Android/14,2,12,0.2857142857,0.4,-0.2857142857,0.1666666667,160930.9091,216093.6744,46696476109,171060,0.1463107917,290164.7444,0.04687361135
2025-04-16 00:00:00.000',2933375279,1,1,"iPhone14,4",iOS/18.3.2,0,2,0,0.06666666667,-1,0,68490,34761.44416,1208358000,-1,-0.3266642527,17642.83837,-1
2025-02-21 00:00:00.000',2935588230,2,2,"iPhone16,1",iOS/18.2,8,55,1.142857143,1.833333333,-0.3766233766,0.1454545455,52482.54545,87846.18958,7716953023,129046.6114,0.2520057215,147038.4669,0.1365083713
2025-06-25 00:00:00.000',2938757242,1,1,OPPO CPH2269,Android/11,2,6,0.2857142857,0.2,0.4285714286,0.3333333333,481990,558586.589,"3,12E+11",438540,0.07360975617,647355.7074,-0.07778561257
2025-02-21 00:00:00.000',452195675,1,2,Samsung_sm-s928b,Android/14,7,36,1,1.02,-0.1666666667,0.1944444444,67321.62162,72993.3716,5328032297,98628.43485,0.0404215533,79142.95837,-0.05961666829
2025-08-25 00:00:00.000',2112056958,1,2,Xiaomi_2303cra44a,Android/15,31,38,4.428571429,1.266666667,2.496240602,0.8157894737,36822.16216,84256.93665,7099231373,2280.217639,0.3917668281,192797.7869,-0.2505925684
2025-02-21 00:00:00.000',2938063812,2,2,Xiaomi_24069pc21g,Android/15,7,28,1,0.9333333333,0.07142857143,0.25,89306.89655,203255.3124,41312722008,1005.869299,0.389484398,462592.7403,-0.300247486
2025-02-21 00:00:00.000',455148370,1,1,"iPhone14,7",iOS/17.6.1,12,52,1.714285714,1.733333333,-0.01098901099,0.2307692308,49786.66667,58440.08562,3415243608,69285.9322,0.07995637652,68597.55505,-0.01507889853
2025-03-23 00:00:00.000',451004861,1,1,Oppo_cph2481,Android/14,17,32,2.428571429,1.066666667,1.276785714,0.53125,75971.6129,120476.595,14514609941,20505.46542,0.2265481705,191053.0708,-0.3943430913
2025-04-16 00:00:00.000',453024373,1,1,Vivo V2116,Android/13,1,53,0.1428571429,1.766666667,-0.9191374663,0.01886792453,36421.84615,64985.32351,4223092272,-1,0.2816711821,115949.4292,-1
2025-03-23 00:00:00.000',453720887,1,1,Samsung_sm-g780g,Android/13,6,33,0.8571428571,1.01,-0.2207792208,0.1818181818,67281.95122,92069.12977,8476724656,75749.09691,0.1555507399,125988.0919,-0.04650800144
2025-03-23 00:00:00.000',2935616240,1,1,"iPhone14,5",iOS/17.6,7,10,1,0.3333333333,2,0.7,279690,386430.8976,"1,49E+11",40119.79839,0.1602425295,533908.3936,-0.5796637935
2025-03-23 00:00:00.000',2685248091,1,2,OPPO CPH2179,Android/10,2,19,0.2857142857,0.6333333333,-0.5488721805,0.1052631579,122298,161472.9779,26073522606,76860,0.13805139,213196.6394,-0.2813969283
2025-08-25 00:00:00.000',497439421,2,1,"iPhone16,1",iOS/18.6,15,44,2.142857143,1.466666667,0.461038961,0.3409090909,54660,142057.3923,20180302704,78659.26142,0.4442789286,369196.9027,-0.1392294418
2025-02-21 00:00:00.000',2935290201,2,2,"iPhone14,5",iOS/18.1,12,24,1.714285714,0.8,1.142857143,0.5,108433.0435,220097.9451,48443105440,72928.00095,0.3398915339,446755.9324,-0.2840898351
2025-08-25 00:00:00.000',455910705,1,1,"iPhone12,3",iOS/16.6.1,2,9,0.2857142857,0.3,-0.04761904762,0.2222222222,259282.5,289362.2336,83730502221,85380,0.05482552139,322931.5601,-0.6009854771
2025-04-16 00:00:00.000',498811236,2,1,Vivo V2237,Android/15,9,18,1.285714286,0.6,1.142857143,0.5,154696.6667,223939.4826,50148891871,36834.11178,0.1828742873,324175.6461,-0.4355268912
2025-02-21 00:00:00.000',2933375279,2,1,"iPhone14,4",iOS/18.3,0,33,0,1.01,-1,0,57114.85714,63355.16086,4013876408,-1,0.05179964131,70277.273,-1
2025-02-21 00:00:00.000',456167524,3,2,"iPhone15,2",iOS/18.1.1,12,66,1.714285714,2.02,-0.2207792208,0.1818181818,39701.40845,48977.47019,2398792587,177174.9224,0.1046028309,60420.8435,0.1449358556
2024-12-09 00:00:00.000',2095839711,3,2,"iPhone17,2",iOS/18.1.1,12,86,1.714285714,2.866666667,-0.4019933555,0.1395348837,31794.72527,49736.38559,2473708052,70754.324,0.2200590686,77802.46662,0.3274683657
2025-04-16 00:00:00.000',456065880,1,2,Xiaomi M2007J3SG,Android/12,2,5,0.2857142857,0.1666666667,0.7142857143,0.4,572136,632243.8065,"4,00E+11",27600,0.04990768377,698666.455,-0.8612753409
2025-08-25 00:00:00.000',2937833270,1,1,"iPhone16,1",iOS/18.5,8,26,1.142857143,0.8666666667,0.3186813187,0.3076923077,102000,164234.7166,26973042133,134951.2598,0.2337588328,264441.5895,-0.1559440604
2025-04-16 00:00:00.000',2938383494,1,1,Samsung_sm-a356e,Android/14,0,7,0,0.2333333333,-1,0,245965.7143,612734.2535,375443265429,-1,0.4271207092,1526404.875,-1
2025-02-21 00:00:00.000',451013142,2,3,Xiaomi_22071212ag,Android/14,0,25,0,0.8333333333,-1,0,67040,121289.5981,14711166600,-1,0.2880566763,219438.6426,-1
2025-02-21 00:00:00.000',456640032,2,2,Samsung SM-G973F,Android/11,4,25,0.5714285714,0.8333333333,-0.3142857143,0.16,103617.6,120246.8529,14459305644,83368.92086,0.07428268637,139544.8808,0.1111247378
2025-04-16 00:00:00.000',2933725046,2,2,"iPhone12,1",iOS/17.6.1,14,32,2,1.066666667,0.875,0.4375,39269.58904,80537.78686,6486335112,38050.13874,0.3444545672,165174.5096,-0.08615607755
2025-04-16 00:00:00.000',2112800905,1,2,Xiaomi_2312crad3c,Android/14,14,44,2,1.466666667,0.3636363636,0.3181818182,52201.2,83864.3311,7033226031,177770.8141,0.2327050124,134733.0336,-0.2845948156
2025-08-11 00:00:00.000',452501700,1,1,"iPhone16,1",iOS/17.5.1,2,3,0.2857142857,0.1,1.857142857,0.6666666667,404490,555573.798,"3,09E+11",11640,0.1573684981,763089.9281,-0.7071067812
2025-08-11 00:00:00.000',2938890568,1,1,Samsung_sm-a225f,Android/13,14,26,2,0.8666666667,1.307692308,0.5384615385,107448.8889,189737.358,36000265026,19357.19803,0.2768919154,335045.4844,-0.4201092931
2025-08-25 00:00:00.000',455049826,1,1,"iPhone11,2",iOS/15.6.1,3,9,0.4285714286,0.3,0.4285714286,0.3333333333,256902,390129.0843,"1,52E+11",50676.92308,0.2059052301,592446.5455,-0.4206607674
2025-03-23 00:00:00.000',483362542,1,2,Xiaomi_m2006c3lg,Android/10,14,28,2,0.9333333333,1.142857143,0.5,101734.2857,171455.4251,29396962781,5429.23591,0.2552114395,288958.2659,-0.3469956445
2025-06-25 00:00:00.000',2937764287,1,1,TECNO KL4,Android/14,25,76,3.571428571,2.533333333,0.4097744361,0.3289473684,32886.13636,74358.7422,5529222541,21193.12441,0.3867094298,168132.3242,-0.1274380938
2025-02-21 00:00:00.000',2112688594,1,1,"iPhone17,3",iOS/18.2.1,2,37,0.2857142857,1.233333333,-0.7683397683,0.05405405405,66758.91892,99153.98955,9831513643,99660,0.1952534672,147268.9163,0.331818026
2024-12-09 00:00:00.000',452300121,2,2,Xiaomi M2101K7AG,Android/12,4,59,0.5714285714,1.966666667,-0.7094430993,0.06779661017,37437.6,75962.37119,5770281837,89406.90647,0.3397247,154130.6557,1.266711379
2025-03-23 00:00:00.000',2933375279,2,1,"iPhone14,4",iOS/18.3.2,3,13,0.4285714286,0.4333333333,-0.01098901099,0.2307692308,174540,339670.2446,115375875055,32123.07692,0.321133712,661028.2746,-0.3689166243
2024-12-09 00:00:00.000',2935588230,2,2,"iPhone16,1",iOS/17.4.1,5,23,0.7142857143,0.7666666667,-0.06832298137,0.2173913043,70883.07692,280760.9125,78826689969,52920.97389,0.5968474988,1112066.425,-0.1766559187
2025-03-23 00:00:00.000',2934812537,1,1,"iPhone14,2",iOS/18.3,5,25,0.7142857143,0.8333333333,-0.1428571429,0.2,68234.21053,114422.3511,13092474441,2716.386733,0.2528687729,191875.5173,-0.5867665701
