transid,transdate,cst_dim_id,monthly_os_changes,monthly_phone_model_changes,last_phone_model_categorical,last_os_categorical,logins_last_7_days,logins_last_30_days,login_frequency_7d,login_frequency_30d,freq_change_7d_vs_mean,logins_7d_over_30d_ratio,avg_login_interval_30d,std_login_interval_30d,var_login_interval_30d,ewm_login_interval_7d,burstiness_login_interval,fano_factor_login_interval,zscore_avg_login_interval_7d
9e987d0b-1b94-41ee-a145-87f6fa69c1e0,2025-03-28 00:00:00.000',456112296,2,1,"iPhone15,4",iOS/18.3.2,13,100,1.857142857,3.333333333,-0.4428571429,0.13,25529.73451,31180.95173,972251750.8,9610.632145,0.09964995297,38083.11247,0.6184950881
9f9d2dc0-be5a-4ab5-95e2-2b4631c87100,2025-03-28 00:00:00.000',2937859498,1,1,"iPhone15,4",iOS/17.5.1,5,33,0.7142857143,1.01,-0.3506493506,0.1515151515,70820,124973.9345,15618484295,57849.18843,0.2765863744,220537.7619,0.2154049172
8dd49970-76a4-4896-bc56-dd429858d4d6,2025-01-08 00:00:00.000',456575558,1,1,Samsung SM-S928B,Android/14,1,51,0.1428571429,1.07,-0.9159663866,0.01960784314,46724.4,103508.6905,10714049017,-1,0.3779745883,229303.084,-1
7797f214-0218-4e97-811a-4f6e17af89fd,2025-03-28 00:00:00.000',2938023904,1,1,Vivo V2027,Android/12,4,33,0.5714285714,1.01,-0.4805194805,0.1212121212,81344.57143,93480.04909,8738519578,107749.6403,0.06941515233,107425.9711,1.013857283
8551f047-67d1-428d-b651-a50020a1f7fa,2025-01-08 00:00:00.000',452951313,1,1,"iPhone10,5",iOS/16.7.10,5,62,0.7142857143,2.066666667,-0.6543778802,0.08064516129,39998.76923,54664.51693,2988209411,36146.54905,0.1549254024,74707.53397,0.9882321075
54d67229-77f3-49ef-8133-a20059dd5137,2025-03-28 00:00:00.000',454464049,1,1,Xiaomi 23053RN02A,Android/15,6,27,0.8571428571,0.9,-0.04761904762,0.2222222222,93848.57143,89898.00697,8081651657,154581.0343,-0.02150007088,86113.74189,-0.0736453638
e2abd9ed-7013-4185-b977-991b35ff595d,2025-01-08 00:00:00.000',2937759666,2,2,"iPhone14,5",iOS/17.5.1,5,32,0.7142857143,1.066666667,-0.3303571429,0.15625,76275.88235,90834.06407,8250827195,49270.8398,0.08711738604,108170.8522,0.1504294428
26f0b9fc-8787-45a7-b413-f48982516559,2025-03-28 00:00:00.000',2684034681,1,2,Xiaomi_m2101k9g,Android/13,7,60,1,2,-0.5,0.1166666667,43184.51613,62306.99494,3882161619,18105.29474,0.181270309,89897.07346,0.6982439758
0227f6a6-94f1-4c70-a375-40645cb075b5,2025-03-28 00:00:00.000',2684218560,1,1,"iPhone15,2",iOS/18.0,6,24,0.8571428571,0.8,0.07142857143,0.25,97452.41379,130846.611,17120835612,82857.89488,0.1462739372,175684.059,0.01888918779
0a492d26-4d46-417e-b4bd-49d4d5046d84,2025-01-08 00:00:00.000',2112686417,1,1,OPPO CPH2531,Android/14,3,27,0.4285714286,0.9,-0.5238095238,0.1111111111,87006.92308,95010.76115,9027044734,62621.53846,0.0439728596,103750.8788,0.4909241475
dce25711-829a-4e0e-8e3f-38bee5c813dd,2025-03-28 00:00:00.000',456326660,1,1,"iPhone14,5",iOS/16.6.1,18,61,2.571428571,2.033333333,0.2646370023,0.2950819672,42622.38806,59447.7777,3534038273,21544.4288,0.164841406,82915.06961,-0.1777146499
859a23eb-a1fc-4c2c-af01-8eb9eb639bd7,2025-03-28 00:00:00.000',465356982,1,1,OPPO CPH2477,Android/12,8,45,1.142857143,1.05,-0.2380952381,0.1777777778,56150,49341.28184,2434562094,100920.4834,-0.0645429465,43358.1851,-0.03888369651
17252f45-99d1-4eb5-9287-996cda7bc51c,2025-03-28 00:00:00.000',456591642,2,2,"iPhone16,1",iOS/18.1,13,66,1.857142857,2.02,-0.1558441558,0.196969697,39528.52941,51166.41183,2618001699,76679.76765,0.1283189807,66230.68802,-0.1755747392
9f67d42d-45d4-4b3f-862f-700a0353991b,2025-03-28 00:00:00.000',455910705,1,1,"iPhone12,3",iOS/16.6.1,2,19,0.2857142857,0.6333333333,-0.5488721805,0.1052631579,134430,202310.8637,40929685579,69120,0.2015819018,304468.3893,-0.3228200345
a1f324ae-e3a2-4bd5-9b8c-48053948c1bf,2025-01-08 00:00:00.000',452543738,1,1,Samsung SM-A546E,Android/14,4,24,0.5714285714,0.8,-0.2857142857,0.1666666667,99232.5,140137.7208,19638580793,4286.330935,0.1708868408,197904.7267,-0.606920817
31a2e61e-b411-4399-9225-23586247d096,2025-01-08 00:00:00.000',2937769334,2,2,Meizu M10,Android/9,12,43,1.714285714,1.433333333,0.196013289,0.2790697674,53455.55556,110411.9888,12190807270,20177.66306,0.3475760467,228055.0103,-0.100047692
4a44c535-8743-4528-b2e6-353c6e7f92f6,2025-01-08 00:00:00.000',456088424,1,1,Xiaomi 2209116AG,Android/13,3,15,0.4285714286,0.5,-0.1428571429,0.2,173688.75,323851.9619,"1,05E+11",45073.84615,0.3018109037,603839.3,-0.2628631598
f44ee82a-0355-42be-96aa-c60b6858a699,2025-01-08 00:00:00.000',2937859498,1,1,"iPhone15,4",iOS/17.5.1,7,28,1,0.9333333333,0.07142857143,0.25,63808.63636,182973.2753,33479219468,17933.62858,0.4828742841,524681.6321,-0.2398636429
21636644-7389-4f45-9968-8f42de9f9b28,2025-03-28 00:00:00.000',455696089,1,1,Vivo V2237,Android/15,2,30,0.2857142857,1,-0.7142857143,0.06666666667,92760,172130.8329,29629023641,18660,0.2996360125,319415.9513,-0.4304865011
cd11a3a0-3eeb-43d7-8c7b-5c737fd78154,2025-03-28 00:00:00.000',453308233,1,1,Xiaomi 23021RAAEG,Android/15,1,6,0.1428571429,0.2,-0.2857142857,0.1666666667,447720,589855.119,"3,48E+11",-1,0.1369877866,777113.0649,-1
0ee69dcd-4d14-47e1-b86d-23c83c3ee4ad,2025-03-28 00:00:00.000',2095314234,1,1,"iPhone16,1",iOS/17.3.1,14,49,2,1.633333333,0.2244897959,0.2857142857,55572.94118,77745.29242,6044330493,38678.86574,0.1663114688,108763.9122,-0.3157532119
81f4593c-4d50-48e3-9fa4-ef2084d8cf69,2025-03-28 00:00:00.000',2938150265,1,1,"iPhone13,2",iOS/17.7,12,40,1.714285714,1.333333333,0.2857142857,0.3,66718.57143,83737.08592,7011899559,13177.16804,0.1131131577,105096.6681,-0.1798967066
e6098c85-24ea-4d84-ae4e-7d69ed2ce360,2025-01-08 00:00:00.000',453145885,1,1,Vivo V2111,Android/12,6,26,0.8571428571,0.8666666667,-0.01098901099,0.2307692308,92669.03226,78940.96255,6231675569,85599.32777,-0.07999574686,67246.58084,0.02684243609
34c4f9a4-ad59-4979-a876-f13f475a6df8,2025-01-08 00:00:00.000',2937932347,2,2,Samsung SM-A022G,Android/11,4,22,0.5714285714,0.7333333333,-0.2207792208,0.1818181818,107788.6957,126285.5801,15948047739,145301.0072,0.0790214319,147956.589,0.02321171068
aaa7ce3c-02ba-4ee5-b141-a904c2074f5e,2025-01-08 00:00:00.000',454086659,3,3,OPPO CPH2641,Android/14,5,96,0.7142857143,3.02,-0.7767857143,0.05208333333,25449.3578,54177.12259,2935160612,23556.96542,0.3607815472,115333.3862,0.3932590212
54c7cebc-32de-4933-b517-33ac458a1098,2025-03-28 00:00:00.000',2095448725,1,1,Xiaomi M2101K7AG,Android/12,6,14,0.8571428571,0.4666666667,0.8367346939,0.4285714286,136485.7143,221995.1658,49281853646,27652.30791,0.2385328096,361077.0102,-0.1477767057
470c90e0-bf88-4613-8ab2-6ee37d4a765e,2025-01-08 00:00:00.000',2937646786,1,1,Samsung SM-A256E,Android/14,1,5,0.1428571429,0.1666666667,-0.1428571429,0.2,421740,267409.1472,71507652000,-1,-0.2239440525,169553.8768,-1
6050dd01-93bb-4a37-955b-5d2ae9f9d070,2025-01-08 00:00:00.000',2938093850,1,1,Vivo V2154,Android/14,0,13,0,0.4333333333,-1,0,159286.1538,272878.2313,74462529092,-1,0.2628446057,467476.4711,-1
678f824d-b034-42b6-805e-0cb21a9ab0d4,2025-01-08 00:00:00.000',2937920677,2,2,"iPhone14,3",iOS/18.1.1,1,18,0.1428571429,0.6,-0.7619047619,0.05555555556,135741,254373.8747,64706068146,-1,0.3040972863,476687.7225,-1
24bedc3c-ae63-4fbe-9241-050c06ed0c40,2025-03-28 00:00:00.000',2935480038,1,1,"iPhone13,3",iOS/18.1.1,57,90,8.142857143,3,1.714285714,0.6333333333,28601.53846,131299.2657,17239497175,12105.96586,0.6422589791,602747.1983,-0.1422875646
8ad76f72-0e10-4da1-81fa-4303d6e9a5a6,2025-01-08 00:00:00.000',456173125,2,2,Vivo V2058,Android/13,12,53,1.714285714,1.766666667,-0.02964959569,0.2264150943,46332.58065,54053.41963,2921772174,29186.77085,0.07691151119,63060.85551,-0.06370530782
0507a414-b0ce-499f-b0bb-c75bf966edd4,2025-03-28 00:00:00.000',452951313,2,2,x86_64,mib/13.2.2,3,38,0.4285714286,1.266666667,-0.6616541353,0.07894736842,62251.42857,69680.52983,4855376237,174710.7692,0.05631009609,77996.22191,1.516328474
ae87feee-9347-480a-9c92-ed94b17ea9de,2025-03-28 00:00:00.000',2094722364,2,1,"iPhone13,1",iOS/18.3.2,6,26,0.8571428571,0.8666666667,-0.01098901099,0.2307692308,104711.1111,145254.5581,21098886656,58138.64852,0.1621960613,201496.1586,-0.03477420038
1198584f-55ca-43bc-8abe-16a2c594f1af,2025-03-28 00:00:00.000',453005511,2,2,Vivo V2027,Android/12,7,66,1,2.02,-0.5454545455,0.1060606061,40194.08451,54175.22538,2934955045,79004.83072,0.1481534716,73019.5769,0.8012133811
d2ff2b85-64cf-498c-bcf7-d0bddf0d7cf7,2025-03-28 00:00:00.000',2937920677,1,1,"iPhone14,3",iOS/18.3.1,5,7,0.7142857143,0.2333333333,2.06122449,0.7142857143,288594,448228.2146,"2,01E+11",75069.18843,0.2166522825,696163.234,-0.530274517
90ed448c-96a5-4c6e-b9af-6a98e755eb42,2025-02-25 00:00:00.000',2935480038,1,1,"iPhone13,3",iOS/18.1.1,2,13,0.2857142857,0.4333333333,-0.3406593407,0.1538461538,99085,90632.6183,8214271500,171120,-0.04455243417,82901.26154,0.7948021513
90f5eb00-6c1f-4da5-afe1-b544cb3aded7,2025-06-12 00:00:00.000',455852784,2,2,Xiaomi_21081111rg,Android/14,13,80,1.857142857,2.666666667,-0.3035714286,0.1625,32764.88372,33439.44693,1118196611,49907.47415,0.01018911006,34127.89805,0.3050324457
ce5794be-dfc3-49d8-b25b-e1bb280e144e,2025-02-25 00:00:00.000',454966600,1,1,Xiaomi 2201117SG,Android/13,11,23,1.571428571,0.7666666667,1.049689441,0.4782608696,72466.36364,82559.15268,6816013691,28866.10065,0.06510405049,94057.61996,-0.2160434435
1a3c9cb8-9e3f-4519-9207-dfd35aadd319,2024-12-23 00:00:00.000',454192001,3,2,"iPhone13,2",iOS/18.1.1,13,86,1.857142857,2.866666667,-0.3521594684,0.1511627907,29541.25,41314.51401,1706889068,8823.598111,0.166158169,57779.85251,0.3378655258
894a21b8-89b1-4bcb-8446-dc66074f233b,2025-05-24 00:00:00.000',453720887,2,1,Samsung_sm-s921b,Android/15,7,44,1,1.466666667,-0.3181818182,0.1590909091,61110.6383,59165.10588,3500509754,36057.29155,-0.01617560074,57281.51188,0.4086760489
b4b32a1b-b8bc-4449-bd86-e516aaabe1fd,2025-04-13 00:00:00.000',2938023904,1,1,Vivo V2027,Android/12,10,21,1.428571429,0.7,1.040816327,0.4761904762,102038.5714,148868.3411,22161782990,23928.44119,0.1866420069,217190.2515,-0.3291403065
d3413189-3309-4de4-8fea-4a1ca166a89b,2025-02-25 00:00:00.000',453670216,1,1,Xiaomi 2311DRK48G,Android/14,1,4,0.1428571429,0.1333333333,0.07142857143,0.25,483828,375221.0358,"1,41E+11",-1,-0.1264269671,290993.5467,-1
a7273dd2-e86d-4a5a-b87f-37e79f0bac47,2025-02-25 00:00:00.000',2937920677,2,2,"iPhone14,3",iOS/18.1.1,3,31,0.4285714286,1.033333333,-0.5852534562,0.09677419355,77666,92486.03252,8553666211,75203.07692,0.08709876867,110133.9867,0.9008279167
55aead8d-53b4-4d22-bcf9-fe8e1784f3bf,2025-06-12 00:00:00.000',2937778211,1,2,Samsung_sm-a556e,Android/14,3,19,0.4285714286,0.6333333333,-0.3233082707,0.1578947368,137505.7143,260695.9387,67962372446,43370.76923,0.3093664315,494251.2593,-0.1849883605
89101c65-f365-457f-8ba5-82cfce579e1c,2025-02-25 00:00:00.000',456173125,1,1,Vivo V2058,Android/13,5,35,0.7142857143,1.166666667,-0.387755102,0.1428571429,71620.54054,78098.00132,6099297811,171000.6351,0.0432642524,85161.29262,0.1416100191
6578c4db-8dfd-45b2-ac32-dac701afd24d,2025-04-13 00:00:00.000',453055831,1,2,Xiaomi M2102J20SG,Android/13,32,83,4.571428571,2.766666667,0.65232358,0.3855421687,31179.13043,63488.56427,4030797793,9542.635128,0.34129313,129278.711,-0.2040464209
4a591e87-5caf-4b99-ab98-f1d9ee8027c4,2025-06-12 00:00:00.000',453506473,1,1,Samsung SM-S908B,Android/14,3,9,0.4285714286,0.3,0.4285714286,0.3333333333,290640,461661.4682,"2,13E+11",1855.384615,0.2273310307,733317.2007,-0.6244835661
2c127580-62b4-4a79-a5a0-4694d65c0507,2025-02-25 00:00:00.000',2937649420,1,1,"iPhone13,3",iOS/18.1.1,5,16,0.7142857143,0.5333333333,0.3392857143,0.3125,155896,251846.5701,63426694869,234037.9393,0.2353214433,406852.6124,-0.1084628629
7c7c7293-8700-4189-ab8f-b550635c69df,2025-06-12 00:00:00.000',452139692,1,1,Samsung SM-A315F,Android/12,2,12,0.2857142857,0.4,-0.2857142857,0.1666666667,206280,377128.4543,"1,42E+11",333600,0.2928453522,689479.6928,0.337603802
61cd66cd-92ab-41e0-ba6d-f839aab21a41,2025-04-13 00:00:00.000',465356982,1,1,OPPO CPH2477,Android/12,8,51,1.142857143,1.07,-0.3277310924,0.1568627451,49505.17241,60227.09055,3627302436,32004.35331,0.09770980608,73271.18075,0.3897244617
41fb08a7-8600-4893-bab4-be1fd530f184,2025-02-25 00:00:00.000',2937762710,3,1,"iPhone16,1",iOS/18.3.1,17,60,2.428571429,2,0.2142857143,0.2833333333,43987.27273,52506.59301,2756942309,7119.573274,0.08828872402,62675.90915,-0.1883291633
84cd7289-74ae-4f5f-89ac-b1ce7875ed14,2025-02-25 00:00:00.000',2933493153,1,2,Xiaomi M2006C3MG,Android/10,28,116,4,3.866666667,0.03448275862,0.2413793103,21695.18797,27816.76257,773772279.7,5244.348668,0.1236383243,35665.61768,-0.008375012985
0c935518-e530-4f69-bbc4-b7363534cb2a,2024-12-23 00:00:00.000',2937782448,1,1,Realme RMX3771,Android/14,6,19,0.8571428571,0.6333333333,0.3533834586,0.3157894737,119336.6667,277870.5255,77212028953,52606.40937,0.39912132,647010.1027,-0.3054828018
575a25b4-8455-416f-a272-26767a5a5a8d,2025-02-25 00:00:00.000',2935290201,1,1,"iPhone14,5",iOS/18.1,7,17,1,0.5666666667,0.7647058824,0.4117647059,108620,215261.9853,46337722330,100964.2099,0.3292618613,426603.9618,-0.2470478005
9cd2f619-9f94-42c2-9b58-8ca556c16ea2,2024-12-23 00:00:00.000',2094722364,1,1,"iPhone13,1",iOS/17.5.1,5,10,0.7142857143,0.3333333333,1.142857143,0.5,211767.6923,303256.5761,91964550969,47393.52152,0.1776399472,434270.9219,-0.5628326168
085f6db5-417b-40be-9894-7cf04970ebd3,2025-06-12 00:00:00.000',2937856609,1,1,Samsung SM-A315F,Android/10,3,19,0.4285714286,0.6333333333,-0.3233082707,0.1578947368,136785,181125.9509,32806610100,34356.92308,0.1394760099,239840.6996,-0.372420405
98ec9034-7042-4b41-a2e2-973c802aff3e,2025-04-13 00:00:00.000',454326351,1,1,HONOR CRT-NX1,Android/14,1,12,0.1428571429,0.4,-0.6428571429,0.08333333333,118789.0909,199197.294,39679561932,-1,0.252866811,334033.72,-1
6c07a340-e3b7-487a-bf93-3bbdc10d361c,2025-02-25 00:00:00.000',456156194,1,2,Samsung_sm-s911b,Android/14,5,41,0.7142857143,1.366666667,-0.4773519164,0.1219512195,60015,63971.6374,4092370391,84426.69019,0.03191180503,68189.12591,0.7974627831
66b212f2-4851-4268-80c9-7482fa405d2b,2025-02-25 00:00:00.000',455956619,3,1,"iPhone17,1",iOS/18.3.1,5,26,0.7142857143,0.8666666667,-0.1758241758,0.1923076923,102537.7778,106666.4547,11377732564,31093.08398,0.01973515019,110961.3726,0.01408336132
8560bbdc-dd69-4bfd-8610-67b007e15864,2024-12-23 00:00:00.000',2937827669,2,2,"iPhone14,5",iOS/16.0,6,31,0.8571428571,1.033333333,-0.1705069124,0.1935483871,83840.625,111196.3685,12364632374,149898.7061,0.1402592556,147477.8173,0.03445593638
6d8454ac-e858-472e-9a0f-99f0b383b326,2025-02-25 00:00:00.000',2112800905,2,3,Xiaomi 2312CRAD3C,Android/14,6,66,0.8571428571,2.02,-0.6103896104,0.09090909091,41932.94118,64451.67786,4154018779,34397.05143,0.2116728611,99063.37745,0.4551481016
4e0a6f8d-1ef4-4797-8c07-d65ad4c89d3d,2025-04-13 00:00:00.000',2937859498,1,1,"iPhone15,4",iOS/17.5.1,16,32,2.285714286,1.066666667,1.142857143,0.5,78850,106005.0215,11237064583,130073.3816,0.14689902,142511.9161,-0.4737700091
899f07dd-fa24-4900-9983-f98023666cc7,2025-04-13 00:00:00.000',454966600,1,1,Xiaomi 2201117SG,Android/13,12,34,1.714285714,1.133333333,0.512605042,0.3529411765,65843.72093,113761.8318,12941754367,71153.31377,0.2667963775,196552.5973,-0.1671122323
6849231f-1d48-4cd4-98eb-2f89cf74bd97,2025-06-12 00:00:00.000',455435632,1,1,Samsung_sm-g965f,Android/10,4,31,0.5714285714,1.033333333,-0.4470046083,0.1290322581,80970.90909,110491.3869,12208346577,198694.5324,0.1541842881,150774.4783,0.180367823
ed556431-4a1e-4018-b4dd-dc9d875e50f5,2025-04-13 00:00:00.000',456640032,2,2,Samsung SM-G973F,Android/11,10,16,1.428571429,0.5333333333,1.678571429,0.625,175406.25,258997.0659,67079480145,109688.1659,0.1924267445,382423.5462,-0.5167095215
a6511e40-aa23-4ff8-a386-4ccedf3570ee,2025-05-24 00:00:00.000',452195675,2,1,Samsung_sm-s928b,Android/15,8,23,1.142857143,0.7666666667,0.4906832298,0.347826087,112912.1739,149647.6888,22394430754,35307.51253,0.1399129116,198334.9534,-0.4203064459
31ee3fa0-87ca-450a-887a-9b43308fdf28,2025-02-25 00:00:00.000',2934079753,1,1,Vivo V2254,Android/13,3,13,0.4285714286,0.4333333333,-0.01098901099,0.2307692308,158323.3333,275425.0829,75858976294,2875.384615,0.2699762009,479139.5854,-0.567970541
89d806a5-dbf9-40ec-b9d7-3e99b889bc98,2025-04-13 00:00:00.000',452910230,2,2,"iPhone14,2",iOS/18.1,14,43,2,1.433333333,0.3953488372,0.3255813953,57413.47826,86474.5153,7477841797,16507.06607,0.2019698539,130245.4062,-0.3784976559
60eb05f7-22c2-4c48-9289-45e6483a4d3d,2024-12-23 00:00:00.000',2938023904,1,1,Vivo V2027,Android/12,5,24,0.7142857143,0.8,-0.1071428571,0.2083333333,107621.5385,82756.91709,6848707326,161889.3578,-0.1306062774,63636.95802,0.4341445139
7fa0dca2-a5ee-46c0-9665-173e33754c81,2025-05-24 00:00:00.000',2933493153,1,1,Xiaomi M2006C3MG,Android/10,22,86,3.142857143,2.866666667,0.09634551495,0.2558139535,28406.13861,27140.52155,736607909.9,61049.41719,-0.0227847554,25931.29323,-0.1403434989
6481ce12-7b93-4ccf-89ff-02a35975f005,2025-06-12 00:00:00.000',2937950344,2,2,"iPhone15,4",iOS/18.3.1,17,62,2.428571429,2.066666667,0.1751152074,0.2741935484,43230,80664.98874,6506840409,29989.73499,0.3021509516,150516.7802,-0.07424224677
a222c9de-22eb-4137-a330-e9c57e763587,2025-02-25 00:00:00.000',454192001,1,1,"iPhone13,2",iOS/18.1.1,25,72,3.571428571,2.04,0.4880952381,0.3472222222,32484.54545,49228.76757,2423471556,4376.218122,0.2049142483,74603.83152,-0.2519267913
75de767a-9c5b-4c30-b168-62a8c1d9c84e,2025-05-24 00:00:00.000',2938093850,1,1,Vivo V2154,Android/14,1,4,0.1428571429,0.1333333333,0.07142857143,0.25,424380,323860.7923,"1,05E+11",-1,-0.1343407212,247150.697,-1
4f285ed6-6ab0-4955-88e9-37cec05ccec8,2025-05-24 00:00:00.000',2937649420,1,1,"iPhone13,3",iOS/18.1.1,9,26,1.285714286,0.8666666667,0.4835164835,0.3461538462,101173.3333,172952.1192,29912435538,187864.838,0.2618464838,295655.3328,-0.2821638356
704b2638-dd9b-491f-ac53-0ca56761cb24,2025-08-28 00:00:00.000',2937920677,2,2,Samsung_sm-s916b,Android/15,15,52,2.142857143,1.733333333,0.2362637363,0.2884615385,54493.58491,86430.64332,7470256104,18624.04615,0.2266257464,137085.0554,-0.1755909879
474721b8-61da-480f-9255-15bde6dc8f96,2024-12-23 00:00:00.000',453005511,2,2,Vivo V2027,Android/12,15,56,2.142857143,1.866666667,0.1479591837,0.2678571429,44602.85714,56066.76548,3143482192,76495.35285,0.1138765403,70477.14862,-0.1289788792
f7363af7-ebcf-49b6-9b2b-4358b6f70495,2024-12-23 00:00:00.000',2937859498,1,1,"iPhone15,4",iOS/17.5.1,2,41,0.2857142857,1.366666667,-0.7909407666,0.0487804878,63147.90698,117111.269,13715049317,49440,0.2993654093,217189.2937,-0.1170502813
eca91826-4941-4303-b36d-d9406ecbc57b,2025-03-08 00:00:00.000',2935588230,2,2,"iPhone16,1",iOS/18.2,17,65,2.428571429,2.166666667,0.1208791209,0.2615384615,37699.71429,71566.08285,5121704214,1083.157528,0.3099448268,135855.2528,-0.2202993885
7f94dc30-e473-40c7-95f1-9ccc774902f7,2025-03-08 00:00:00.000',452171932,3,1,"iPhone14,7",iOS/18.3.1,27,72,3.857142857,2.04,0.6071428571,0.375,37615.26316,56964.40216,3244943113,4778.907514,0.2045803285,86266.65988,-0.3003473865
af279696-aaa8-4593-a848-b8d3a1372f41,2025-01-29 00:00:00.000',501247811,3,2,"iPhone14,5",iOS/18.1.1,18,67,2.571428571,2.233333333,0.1513859275,0.2686567164,37074.61538,52549.72252,2761473337,4833.150506,0.1726663482,74484.20727,-0.1979620478
34629119-0d79-48c8-bb0b-f8291881ae25,2025-01-29 00:00:00.000',455296083,1,1,"iPhone14,7",iOS/17.6.1,9,19,1.285714286,0.6333333333,1.030075188,0.4736842105,150675.7895,254857.1685,64952176337,73457.72582,0.2568999066,431072.4142,-0.3778618041
3d6c6287-fd93-492b-bbbf-a22f7102c76f,2025-03-08 00:00:00.000',497439421,2,1,"iPhone16,1",iOS/18.3.1,6,7,0.8571428571,0.2333333333,2.673469388,0.8571428571,307130,664007.0575,"4,41E+11",11649.19093,0.367483719,1435565.957,-0.4070950707
d33144d0-c0dc-4a6d-9738-650d5e6f539d,2025-01-29 00:00:00.000',452966691,3,2,Xiaomi 23021RAAEG,Android/15,4,74,0.5714285714,2.466666667,-0.7683397683,0.05405405405,33191.42857,50169.24669,2516953314,43370.07194,0.2036669937,75831.42462,1.600752986
1b8b2539-0ffe-48e3-9df5-fbdf34b17564,2025-08-26 00:00:00.000',2939088171,1,1,Samsung_sm-a736b,Android/15,34,98,4.857142857,3.266666667,0.4868804665,0.3469387755,21570.92784,43234.6147,1869231909,90015.73404,0.3342875628,86655.14635,-0.1278020708
e4f6a3ca-c127-4019-bf7e-29b43174ece9,2025-03-08 00:00:00.000',501948157,2,1,"iPhone16,2",iOS/18.3,0,12,0,0.4,-1,0,77629.09091,156269.9345,24420292429,-1,0.336217064,314576.5607,-1
7ab714cc-e51b-479f-922b-b11fb9b56809,2025-03-08 00:00:00.000',2937932347,1,1,Samsung SM-A022G,Android/11,4,16,0.5714285714,0.5333333333,0.07142857143,0.25,155002.5,162379.1472,26366987460,250868.6331,0.0232421985,170106.8529,-0.2378538172
c8cc5d1e-62cf-42c5-9f77-9e6b85486999,2025-03-08 00:00:00.000',483362542,1,1,Xiaomi M2006C3LG,Android/10,4,16,0.5714285714,0.5333333333,0.07142857143,0.25,168917.6471,214944.2059,46201011644,39199.42446,0.1199039667,273512.0483,-0.2422844889
e18f54ac-a254-4a67-9f5e-6b93609cf32b,2025-03-08 00:00:00.000',452300121,2,3,Xiaomi_m2101k7ag,Android/12,4,37,0.5714285714,1.233333333,-0.5366795367,0.1081081081,78261.08108,210732.2829,44408095043,23529.92806,0.4583883864,567435.2364,0.017362878
b562266b-e599-4b99-b8a3-505e3ea1da75,2025-01-29 00:00:00.000',2933375279,1,1,"iPhone14,4",iOS/18.1.1,9,42,1.285714286,1.04,-0.08163265306,0.2142857143,55916.47059,66240.08632,4387749035,17106.03586,0.08451135158,78469.70649,0.09901148649
5891fdf2-f83f-4646-ae31-713ae9d2c930,2025-03-08 00:00:00.000',2112800905,2,3,Xiaomi_2312crad3c,Android/14,22,89,3.142857143,2.966666667,0.05939004815,0.2471910112,29173.40426,53606.43256,2873649612,4617.711562,0.2951567585,98502.3752,-0.1450087962
72e9bef7-0cd4-424b-b6de-35483510f45a,2025-03-08 00:00:00.000',2937607295,2,2,Xiaomi Redmi Note 8 Pro,Android/11,18,168,2.571428571,5.06,-0.5408163265,0.1071428571,14147.94118,23663.83988,559977317.9,49352.19127,0.251664916,39580.12766,0.813216436
c4a37db1-1dbb-4df6-a37e-6f3410dd9167,2025-03-08 00:00:00.000',2933725046,1,1,"iPhone12,1",iOS/17.6.1,8,44,1.142857143,1.466666667,-0.2207792208,0.1818181818,53028.83721,152382.2286,23220343587,15536.34356,0.4836808133,437881.4398,0.005923206207
ede33ab3-d9fd-4cae-895c-98a0e40ff272,2025-03-08 00:00:00.000',454192001,1,1,"iPhone13,2",iOS/18.1.1,19,77,2.714285714,2.566666667,0.05751391466,0.2467532468,33564,51151.93771,2616520731,15601.19424,0.2076107305,77956.16528,-0.08668293321
71046850-00b3-4fbb-8a1f-b363338f678b,2025-03-08 00:00:00.000',2934593904,2,1,Xiaomi 23021RAA2Y,Android/15,4,8,0.5714285714,0.2666666667,1.142857143,0.5,307731.4286,312933.023,97927076914,140746.1871,0.008380686961,318222.5402,-0.5797771894
f1bbac4f-1277-4a52-8ed0-04ab452738a3,2025-01-29 00:00:00.000',2937827669,1,1,"iPhone14,5",iOS/16.0,6,10,0.8571428571,0.3333333333,1.571428571,0.6,218718.4615,290981.1915,84670053831,76251.65532,0.141775121,387118.9164,-0.5035186665
11c92d77-9933-4908-ab2c-e9f9c9b0d855,2025-01-29 00:00:00.000',2112800905,2,2,Xiaomi 2312CRAD3C,Android/14,8,34,1.142857143,1.133333333,0.008403361345,0.2352941176,53525.76923,88442.75936,7822121684,9300.86123,0.2459488062,146137.4922,0.1964783555
e33e492e-80c9-470d-80a5-9b717cbdb8ab,2025-03-08 00:00:00.000',2937708912,1,1,Xiaomi 2303CRA44A,Android/13,13,39,1.857142857,1.03,0.4285714286,0.3333333333,68717.56098,134408.6905,18065696084,13773.80227,0.3234004913,262897.807,-0.2050653189
cbe95e10-8bdd-4cfe-bb41-18b461495473,2025-01-29 00:00:00.000',2938195594,1,1,Samsung SM-A235F,Android/12,3,4,0.4285714286,0.1333333333,2.214285714,0.75,460560,797297.6368,"6,36E+11",304.6153846,0.2677072722,1380240.406,-0.5773502627
49476a72-048e-416a-92ca-8ef11f9b14a9,2025-08-26 00:00:00.000',2938063812,1,1,Xiaomi 24069PC21G,Android/15,10,27,1.428571429,0.9,0.5873015873,0.3703703704,87186.2069,88590.45839,7848269317,80467.20245,0.007988839066,90017.32724,-0.5295477009
